SampleID,Condition,Expression
4320b770-69f3-4dd2-afea-8b7f7cdf44c2,Primary Tumor,6.762126865934196
5ecec8fc-845f-43cf-82c3-73dea85cc53c,Primary Tumor,5.484421743098639
359d07bf-89e3-49fd-8237-723ffb299cfb,Solid Tissue Normal,7.056543428863395
db5e9553-ca85-4dcd-9229-2ac1ba208d52,Primary Tumor,6.568927429110801
65b91a69-f98e-49b5-8f87-667dd0aeafdf,Primary Tumor,6.2852930878022235
c140ee8e-c45f-47fb-b214-c3c8cdde972e,Primary Tumor,6.094195947499541
7a26df49-5d12-4dc2-b686-07e015a415b0,Primary Tumor,8.289757017812828
aaa72a07-5214-4145-9fb5-99c22b7c248a,Primary Tumor,6.56219204351458
e0ff7e04-078a-46a4-ac8c-8a287c1d608e,Primary Tumor,6.85042065096035
5695292b-7c39-4ee6-94e8-987f4a456635,Primary Tumor,7.442050240890987
ba8aebd8-07de-46c0-a28f-b2408c36f07f,Primary Tumor,6.439822574698769
990303de-eff3-4418-b305-9bf63236826f,Primary Tumor,7.375361828972008
52363b7b-f157-4fbe-8388-169b6152c9fe,Primary Tumor,7.611980128033477
e17426a8-cf69-4ed4-b54e-cc33cbadf095,Primary Tumor,6.316799224930215
db9bab18-a465-445f-a4fd-dc90faa1da6d,Primary Tumor,7.665950530687099
3e752bb7-c91d-46f8-ba39-a40e26357b4d,Primary Tumor,6.876374511768321
508c6166-6095-4133-a42a-79d75b0c0e31,Primary Tumor,8.51136168973015
4bd86df0-6768-4741-8d01-51fe34dd57fd,Primary Tumor,8.261474400100733
239d18cb-2886-48a0-9a3d-76558819dabd,Primary Tumor,7.286136326840655
656fd74d-49d8-40a5-8eb9-dac0fbe4ea2d,Primary Tumor,7.393790280631825
c343f781-c1df-4349-aab3-f159329a11da,Primary Tumor,6.797221842124287
4297f902-2495-48fb-af36-31e61f727215,Primary Tumor,8.105629368516706
09fb135f-1c19-45d6-ae31-a8c32a0e06bf,Solid Tissue Normal,6.439282368647474
e4bb1f41-bf42-43f3-aba5-98f3a02a7e03,Primary Tumor,6.28284008622486
a03c9de0-7526-4942-8a7a-5fe03ea191f6,Primary Tumor,5.184260455242257
eb29ba2f-e237-403c-ab72-a5dfae705b05,Recurrent Tumor,6.992403632921802
63a884f4-0d20-4cb5-b485-72e066b6490f,Primary Tumor,1.6889859834367995
94861d8a-3b40-4334-9fb5-c9df71a1e1da,Primary Tumor,7.4955232887817616
44d8e988-1a2b-4588-a64a-cf5a6c164e03,Primary Tumor,6.775203338928982
c3e2e99a-537a-4263-a835-fef5ed2c3588,Primary Tumor,6.575068734303582
f2d6b758-501e-447a-a3d0-f899e532ac84,Primary Tumor,5.7856630127053155
08d83462-5fcb-40c6-9d44-dbc42faa4df6,Primary Tumor,6.989704436640643
f1b1d4ff-2556-44c0-80b0-1fd3b659c227,Primary Tumor,7.3435295223497015
f73807f5-edf8-4a4d-8550-048d9c5413e5,Primary Tumor,6.938177562169122
19bb0296-340e-4594-9a87-4134b15c7187,Primary Tumor,7.087733321213801
b06a3383-3a16-4f91-91c4-71cad60dae4b,Primary Tumor,7.487856912050705
661b6fed-d56a-452b-adaa-4b48ee9f4dbb,Solid Tissue Normal,6.138980300507443
81d92351-c619-4585-9281-de33eaaabba4,Primary Tumor,6.750055742530002
030d778f-ecb4-44eb-8baa-4286e18c9fdd,Primary Tumor,7.659846086897993
0737eb23-c066-4522-8f5c-dbb4b3b516b0,Primary Tumor,8.158358235985682
29bb005f-53d0-44e6-8626-d6bbe0dba8be,Primary Tumor,6.520813514708084
a9e3a464-50ea-49a0-9482-1513ed167bf4,Primary Tumor,7.722341012808584
371fd35f-eb3c-4346-8197-8ecf4c9ce220,Primary Tumor,1.8383870797782036
36101746-9c10-478e-96fb-8b47d057a6d4,Primary Tumor,1.6796039548362183
caa4bc15-6e54-4d5e-9d91-c25e800b71b9,Primary Tumor,7.636912405874174
75719c78-9935-40e0-bd30-1f8eec34badf,Primary Tumor,5.437434165919581
692a5c89-8f1a-4e23-a490-b092c6bb37c5,Primary Tumor,4.182811457934266
fdcad604-c1b4-40ff-a652-3c1e5fe5f9a1,Primary Tumor,5.358568570448097
36c7d3a4-193f-49fd-b367-e7aacc4eebe2,Primary Tumor,6.723838390959033
404b3699-4707-49aa-b0d2-a0999bbd48e6,Primary Tumor,6.539284459720523
201c0fbc-124c-4ef0-b767-393443a47892,Primary Tumor,6.309279888373756
df452e00-a7e9-4045-83fb-623885a542d4,Primary Tumor,7.1417209251201115
ab24be1b-969c-48f2-bc98-8b89bc719b4c,Primary Tumor,8.229059119634158
1aff8a31-97b2-4bde-ac5a-f3a958bf74dc,Primary Tumor,7.709266507880913
6b6751a5-2dad-4bb4-bfae-b2239770fad8,Primary Tumor,6.956740887180342
40dba5d9-ce2e-483b-b4a7-19fbca8158e5,Primary Tumor,6.785742776216074
8a2d17e2-4ec1-42b6-8825-6d80ffe4b916,Primary Tumor,6.435240200805359
775f63d2-d752-4d68-abc1-129fce5c3301,Primary Tumor,6.3103055798688095
db0caa6a-e863-4dad-a911-0c69127be9df,Primary Tumor,7.331977451497162
1876b908-e911-464f-be23-2b4eae0a43b6,Primary Tumor,7.264923887454352
d3d249ab-0483-4e9c-99f3-07afb5b6dabc,Primary Tumor,8.381517860617869
0766019a-c9b7-4224-973e-f1cfa16082ac,Primary Tumor,7.49469400959577
c79162f6-be6e-46b1-aca7-438423fed6c3,Primary Tumor,6.525533337192996
901c6ff1-19bf-48d8-894d-766f1995a916,Primary Tumor,7.898840783878323
b080156e-0711-42f5-83c7-a34de25cbba9,Primary Tumor,7.909518114296615
f7d58012-79f4-440f-add6-8a00728e96ba,Primary Tumor,2.7343519500801063
a135a2b4-bc6a-4dd6-baa9-f08ab2d4971a,Primary Tumor,7.630167361718521
b0b5b05d-f782-449d-94cf-8fd74a4bd30c,Primary Tumor,5.101650076094435
669ce970-42a3-4797-bf9c-0de40a021bbf,Primary Tumor,6.817462096404613
2bbe47a1-f055-43e7-94d3-06aafb5af6e8,Primary Tumor,9.159961628502618
169b5555-f64c-4bbd-9c07-af0c42ddb6aa,Primary Tumor,5.705115343396587
aab3583f-37ca-4f2f-8428-aa8eda2c2274,Solid Tissue Normal,7.086698859274438
8af996d7-2c5e-4d17-b1a5-8751f4784eba,Primary Tumor,4.322901585523822
0f01f50f-495a-455d-986d-28c65e345a80,Primary Tumor,8.17050446774908
cab5b00a-9cf2-4e1f-b2f3-93d27b73631e,Primary Tumor,0.3233124177579027
7a3f27a9-476d-43e2-abb8-db402f80dfcf,Primary Tumor,6.105474849392301
361e4878-4535-499d-9987-7295a078bbee,Primary Tumor,7.577301925718042
b6c69243-9731-4578-b037-ac997cbdc7dc,Primary Tumor,7.611300764745217
de38d138-723c-4256-98f4-2788f7cf1e87,Primary Tumor,8.776899159842557
a777fb14-4498-4f32-bccb-1e8521567302,Primary Tumor,6.65607013479374
555bdfe8-80bb-46db-80f1-421038f5c2b4,Primary Tumor,7.6200247643514025
88885dc7-5edd-4fac-95f8-9586880078a8,Primary Tumor,7.098413241076017
