4c8073fa-7fc2-443b-9e03-6cf7a08d3844	Primary Tumor
3e7c0d41-5e66-42de-bbae-8b0c2a007fac	Primary Tumor, Solid Tissue Normal
fe6dcefa-421a-47a0-9837-7502ae68374b	Primary Tumor
867267f0-a516-45aa-8808-b233de0d5b3a	Primary Tumor
d019536d-3804-4a7a-86ef-a0833451447d	Primary Tumor, Solid Tissue Normal
81980320-096d-4d16-968c-bbea562bded4	Primary Tumor
66888716-5a8f-4e76-a286-d9c46e31eede	Primary Tumor, Solid Tissue Normal
9039f4ee-9316-4c52-bbff-e50b2354adfe	Primary Tumor, Solid Tissue Normal
2c512ab3-1c9c-4ee5-8680-282ed258fcef	Primary Tumor
ad81a15c-1d7f-4173-b872-c362c6f7c43d	Solid Tissue Normal
1594e67e-1d86-4456-aed8-7345c2dfb101	Primary Tumor
1401fa11-abf5-47e7-bd14-8a8f2250bb87	Primary Tumor, Solid Tissue Normal
e69b9e2e-2400-480a-8900-97c9f3ff72d5	Primary Tumor, Solid Tissue Normal
bdd7889d-89fe-4a18-ae5d-16aa0a74a2fb	Primary Tumor
19e8a8e1-5571-470a-8d5d-78aea54e198c	Solid Tissue Normal
92388016-3428-4cb8-ac52-6aa6744b6ee2	Primary Tumor, Solid Tissue Normal
56a6c978-ea28-4da7-b5b4-fbf604769ce6	Primary Tumor, Solid Tissue Normal
92e2a1d7-fe3e-4a9b-a494-c66f51245a87	Solid Tissue Normal, Primary Tumor
834e34be-a22f-4932-8056-bc0244d2333d	Primary Tumor
2c8de76f-3713-423f-b909-8305506e7574	Primary Tumor
1c06627e-c2fb-4ca2-a68e-3ea4df83e113	Primary Tumor, Solid Tissue Normal
a1ce3ae7-6100-4fe3-9552-6eaf2e179569	Primary Tumor
7ba5c9bb-727d-46e7-8f2d-7364c2f08c5f	Solid Tissue Normal, Primary Tumor
760fbd96-c8db-48ef-8c0c-881cb6c34a13	Solid Tissue Normal, Primary Tumor
129dcac2-74b2-46a4-834b-b3656189244f	Primary Tumor
88382ceb-20c4-4964-93fb-9e70ad0b96fc	
8452d1c6-808d-4898-a443-1cc035ab13a6	Primary Tumor
edc9838c-b787-431b-adf9-5d56d86a7598	Solid Tissue Normal
12e2068b-c213-4580-bdea-f5ced59f5cd6	Primary Tumor
63da5a36-0ec0-4d89-be9d-7319f0eae8ed	Primary Tumor
0bd3a3db-d0a9-4620-ad77-366811babd6c	Primary Tumor
7f5a4c37-67e7-45f0-a130-500963179913	Solid Tissue Normal, Primary Tumor
2e446ad7-c9e3-48e8-b8e3-3bfeaad80fdc	Solid Tissue Normal, Primary Tumor
805cd9ea-dd56-4759-8fcd-bb806a552e38	Blood Derived Normal
925f3d69-ab73-46e4-acd3-28c84eb6652d	Solid Tissue Normal, Primary Tumor
b8cfc2a1-b76e-4e71-8a23-f7f1814d9fb9	Primary Tumor
15e7f6d6-f59d-4bb5-9962-c1e2e3734603	Primary Tumor
ae2a8398-69a8-4663-84ba-c641c8b4b164	Solid Tissue Normal, Primary Tumor
1462a807-ec77-4a10-8e78-308a5465e669	Primary Tumor
848e9ee6-5955-473f-a904-63a62c9bf1d6	Primary Tumor
8483289a-6961-48f7-8e75-16b86c0cd87a	Primary Tumor
2672d353-8fb1-497a-9135-38767d5806d4	Primary Tumor
5174eb68-5e9e-426d-833a-ff8495030ab4	Primary Tumor, Blood Derived Normal
d732bb52-bfe8-4b64-b520-3d3477fb91b0	Primary Tumor
d3f1b81f-37ce-47b6-b98d-8530076007c7	Primary Tumor
bfe50003-257e-4e62-a124-cda29d55114f	Primary Tumor
a8db7877-6855-4b11-bfee-e73e429a5b47	Primary Tumor
524e9359-80f7-42e3-b3d6-8d916eea9b2c	Primary Tumor
b5506234-c969-4b27-89f5-5dffead8683a	Primary Tumor
8504c03f-912d-4510-b1b2-922d73a88866	Primary Tumor
fcc7f994-3d6c-4608-91e6-98f7e69dad71	Solid Tissue Normal, Primary Tumor
1d3444b2-3e8a-4d5e-a4d7-2ad293dc0d11	Solid Tissue Normal
4eb85042-b526-4c39-85c5-dc003f268ea8	Primary Tumor, Blood Derived Normal
6d87db3f-f571-4515-9597-3b5dbc510034	Primary Tumor
85d62bb5-ea38-4919-99f0-e64b7f9e90d7	Solid Tissue Normal
bb9f0e44-27bf-4f46-b531-f5ac53a1f539	Primary Tumor, Blood Derived Normal
164b3dbf-8e14-4732-9898-9b98f4c09606	Primary Tumor, Blood Derived Normal
caac2333-b3b6-47d3-baf2-a36599d03a7d	Primary Tumor
1511ea58-9acd-46e9-9fb0-4995acc00c92	Primary Tumor
9e8e8b93-9ffa-4b59-aa56-d2280e93c9a7	Primary Tumor, Blood Derived Normal
46035933-3cb2-4f12-b5e1-fb7f7cc58a15	Primary Tumor
19155633-417f-405b-bd80-004aab89d11f	Solid Tissue Normal, Primary Tumor
2573ac28-92c6-426e-b698-2b97ec0ddfe6	Primary Tumor, Blood Derived Normal
cb72c98a-b7f9-4181-8bde-db5e064cb492	Solid Tissue Normal
62d14672-8624-4537-83b9-166505cb69a1	Solid Tissue Normal
a05493ea-22ae-4641-954d-3b8db5e49dc1	
284ce9f3-c904-498e-8b33-778505364e5a	Primary Tumor
31f879b2-8f4b-44e9-8aef-996f1562bf34	Primary Tumor
fdb51e5a-557f-4b82-9905-3f1cdba85693	Solid Tissue Normal
4d44af01-1244-47f0-9e33-067a82b6aee7	Primary Tumor, Blood Derived Normal
c568fdc8-6942-44ff-a9d9-3f7a03fdc62a	Primary Tumor
aa4b707f-12f1-41fc-abec-e989ed333fdc	Solid Tissue Normal
6d889e88-e035-42c7-8d79-6a649dbc1f3a	Blood Derived Normal
d3d0f9c3-c052-43c5-b115-681002aed619	Solid Tissue Normal
b7423c95-f6bc-42ed-8a28-904072f8a98e	Primary Tumor
5588621f-e4eb-4e3c-a95d-79085776c7bc	Primary Tumor
6a495a24-0c22-41ff-82d1-8430be57d72d	Primary Tumor, Blood Derived Normal
de6bc329-7049-4b45-a8b7-910d73b5a071	Solid Tissue Normal, Primary Tumor
35750d99-d40c-4cb9-bdb3-cac93c8d4adf	Primary Tumor
92af763f-1fc6-492a-8461-ac9a9c279152	Primary Tumor
6cec8838-5a03-4fca-a9b6-bfc5e4ef4fe6	Primary Tumor
dd6ec250-8d4d-4129-9664-7451c1760f4b	Primary Tumor
e3114458-4138-44da-8629-37ab444658b5	Primary Tumor
486277b6-aeab-46ec-a7ba-a8a1be809a97	Blood Derived Normal, Primary Tumor
5604a8ae-9d83-48ba-b2da-58c32c7b6c43	Blood Derived Normal, Primary Tumor
0ff62b62-40a1-4da4-82da-1d47ab69d780	Primary Tumor
d8d37032-63f4-4522-8d6a-538bc28d7f83	Primary Tumor
53024759-833c-4aea-a18a-4b9be7c9707c	Primary Tumor
dd9c488b-36be-46cb-ab9e-1e70a6488eae	Primary Tumor
dcd1ef92-ec01-41c4-bbb1-4f34c75dee2f	Blood Derived Normal, Primary Tumor
7bb94fe5-145f-40f7-a811-5064c30e9ed8	Primary Tumor
b711da14-6125-439d-b37c-45cf31c980f4	Primary Tumor
7d4eb47c-5522-425e-88bb-96e2f641d031	Primary Tumor
ec52a12b-ecf9-4a51-ab66-13a0ad7d1dd5	Blood Derived Normal, Primary Tumor
d6c0e71f-1c0a-44a3-879f-41af0d18e063	Solid Tissue Normal
d3724f21-0b0b-459d-b6a6-c95bb140ec24	Primary Tumor
3bcddb16-e90f-4219-bcb0-066b3b92bc01	Primary Tumor
b6be87c5-161e-4ee6-9002-79089da114b9	Primary Tumor
581a1ac5-d35d-4b74-af64-e81dac8b46d9	Solid Tissue Normal, Primary Tumor
52dcac5b-b1be-44ec-81b0-cbff7ac76f87	Blood Derived Normal, Primary Tumor
9581a0f1-db8e-4e92-a054-6aa9e7403e6a	Primary Tumor
043ef939-a7b9-4163-bc27-318a0e6d0947	Solid Tissue Normal, Primary Tumor
9cf6afb1-c553-4516-bf3a-1e89e24f3132	Primary Tumor
cf552532-5c41-49e4-925e-464ad2a65e41	Blood Derived Normal, Primary Tumor
37d85a6c-8dd6-4b14-8487-9724c4b72980	
2b795c35-b541-43a5-96b0-e6c2515d98a6	Primary Tumor, Blood Derived Normal
eb8d5bd9-2b78-4798-97f9-6940ed8a2f78	Blood Derived Normal, Primary Tumor
c844cb66-64f9-411c-bf3d-e977a26115ca	Blood Derived Normal, Primary Tumor
cfd96a4d-cbee-4126-93d9-b8ee2c0450b5	Primary Tumor
dd21cab6-58c7-43ab-b89f-6009c8333008	Blood Derived Normal
52ba96f9-0aa9-44f9-9178-93b06446a018	Primary Tumor, Blood Derived Normal
131cabb4-f8c3-4ab3-9bbd-cdc06f8208cd	Primary Tumor
b694c555-74d3-49dc-a9fd-d3fa450b6b32	Blood Derived Normal, Primary Tumor
3d36cf01-9287-4f71-995e-9ffb6758922f	Primary Tumor
2e973c93-0501-455f-b4df-328047bdf0c7	Blood Derived Normal
c212f73f-7e61-4782-b38f-d0d7a0ab901f	Solid Tissue Normal
c7ca24bf-88cc-452e-a7dd-79158a57e48e	Primary Tumor
586599a9-bb77-456c-b8c1-c2b4f44c603c	Primary Tumor
6ec91b75-6921-4080-91a2-6e3f55dd5a1c	Primary Tumor, Blood Derived Normal
754ea0a1-3b77-4b87-a2d4-921d13936e42	Primary Tumor, Blood Derived Normal
440b8077-2f67-4d5e-bc4b-cd17a3390875	Blood Derived Normal, Primary Tumor
2fc37ae6-c051-46a2-ae95-4db0efbe4a42	Primary Tumor, Blood Derived Normal
877512f6-0eb5-4ef4-a327-710f6f5cae2b	Blood Derived Normal, Primary Tumor
2856eace-a395-449e-badc-e94e3a5aad42	Blood Derived Normal, Primary Tumor
bcff15f2-3808-4106-baff-f2512e732dcd	Primary Tumor, Blood Derived Normal
2be6936c-965b-4873-b5b9-a079eb1d818f	Primary Tumor, Blood Derived Normal
2565c233-f5d8-4214-8e54-b7ccdd308f99	Primary Tumor
6d712d93-848e-42ae-b244-c841b9986d5b	
18081e12-b7d5-43b4-ab26-7574b94b98f0	Primary Tumor
1c79498f-c2b6-4b66-8999-53a08fde5f7e	Primary Tumor
09f502a3-c624-4085-a8d4-a3d5573c777d	Solid Tissue Normal
89b3dd6e-b970-4a18-a3f0-615f7cf89e8c	Primary Tumor
dc0523a6-1ca2-4090-89f3-4de478fa0722	
5f770aee-c32e-420f-b899-fbec07281e78	Primary Tumor
466cfd8b-8949-4d47-91d0-23d7868837af	Primary Tumor, Blood Derived Normal
97f2808a-be03-4dd0-b291-dbd797d659e1	Primary Tumor
68f3659a-1a20-46e4-9b96-bc79e136a3d7	Primary Tumor, Blood Derived Normal
038ae282-9d01-4ef0-b35a-ac73ef28ddda	Primary Tumor, Blood Derived Normal
6ce3daf1-6def-4dae-a959-b031389347d9	Primary Tumor
14f3690e-d6c3-4494-89e8-a081de5315c1	Solid Tissue Normal
2a540412-5dd8-459b-ae3d-fc876f1dbccb	Solid Tissue Normal
939a0f69-fe7b-4087-9da6-5e112ba91593	Primary Tumor
72cdd470-87cd-4b3d-836e-1f03546c9d6e	Blood Derived Normal
c1123a09-c466-404b-ad96-7038648037a9	Primary Tumor, Blood Derived Normal
9711a58c-08fc-428f-93a1-3d3db7df213e	Primary Tumor
19644dae-ee95-4051-9e89-fabde2cd0f9f	Solid Tissue Normal
6bc79016-bb08-4ad7-8f87-1c3a7f5845e9	Primary Tumor, Blood Derived Normal
fbad5050-b6d4-4b3d-a9f3-92bb445eab54	Primary Tumor
ce381d45-4740-4566-87fc-0113de2c6d2b	Primary Tumor
a5d97ff7-3a2e-4e20-ba76-519352a74a1c	Blood Derived Normal
c2bd8c1f-f0f8-4d7a-8a5c-8683a4acc80d	Primary Tumor, Blood Derived Normal
79b1ab1b-8bf9-411b-aef7-24f70fa3c4c8	Blood Derived Normal
57ed6024-3192-4a71-945c-2d0c4ecf50b7	Primary Tumor
f6c602fb-c402-4a69-a528-5c3f6ceec123	Primary Tumor, Blood Derived Normal
8cc5d70d-42de-421d-9c13-0a95bbcaad1c	Solid Tissue Normal
47c9155d-a356-4c9b-96c6-4412c23aaf01	Solid Tissue Normal
ef7b980c-ed28-4ac1-b8ae-cc42e0a84b77	Primary Tumor, Blood Derived Normal
663bd60e-4763-41ef-8834-bb1e18aa37f3	Primary Tumor, Blood Derived Normal
caece3d9-bf49-4499-89f7-181784b32ad1	Primary Tumor, Blood Derived Normal
7532786a-43bf-4760-a955-4fe83b842dfb	Primary Tumor
fc334ec8-b11f-4b70-906e-df0b6997ff7b	Primary Tumor
ad032aac-ebc4-4ffa-ae45-4abdb0210fbf	Primary Tumor, Blood Derived Normal
80572c38-6e2b-4200-9da7-ab34c8ef7066	Primary Tumor
4b6e9893-cbd1-4268-bba4-bb3cf96a99ae	Primary Tumor, Blood Derived Normal
5ca1a139-0b34-413b-989b-468c063f34d2	
dbc51705-13b8-4bfe-aaac-fff2d7e7ccfa	Primary Tumor
7537435b-e092-441c-b184-bf0d357bda5d	Primary Tumor
292953ec-206c-48d2-b213-92d110a2f06a	Primary Tumor
27514469-f864-4f19-8b86-420e8990d519	Solid Tissue Normal, Primary Tumor
0d5f4197-6d3f-4626-b736-01f097d5dc0e	Primary Tumor, Blood Derived Normal
4977124f-12e2-4860-8f3f-250b72103ae3	Solid Tissue Normal
8b0d6caf-89f6-4820-b8ca-dcb0bf3c4e86	Blood Derived Normal
389762d7-117d-4ae2-afc9-d460afa6d49f	Primary Tumor
765d7678-47ca-48c9-ab18-0ff320b65697	Solid Tissue Normal
de88e5f3-68eb-4108-867c-e11d44e277f0	Solid Tissue Normal
e0d62a9f-c7ee-470f-a527-dc946ae16999	Solid Tissue Normal
000af314-0999-4e99-8b36-4a47f6a76235	Primary Tumor
cdc4432c-856c-406e-a323-e659787e44c9	Solid Tissue Normal
ed40ede4-6669-4f2a-92e3-5ff9026ac572	Blood Derived Normal
d2821854-8d6f-41ee-bc8f-41e8f794089b	Solid Tissue Normal, Primary Tumor
42f51799-6ea6-4441-8110-7b4739d6fb08	Primary Tumor
bc1277dc-968f-4a28-a78c-903bd0e34e16	Primary Tumor, Blood Derived Normal
4756e942-f91c-4045-973b-3043cfa57d9c	Primary Tumor, Blood Derived Normal
714b3af7-8583-495e-998b-76a80d4587da	Solid Tissue Normal, Primary Tumor
75ad8d1f-b077-4ed4-aba8-ca141b64d4ba	Primary Tumor
37103f2b-1b3a-4ebc-8725-9d7cc117f26e	Solid Tissue Normal
0dea7bf0-721e-4fb9-beef-3024093ec1b1	Solid Tissue Normal
1312277d-4798-4c31-a747-5c58623c09d8	Solid Tissue Normal
8863b8af-1ec2-4b06-ad68-b918a4c477c5	Primary Tumor
c714e5c1-75c9-47ac-a301-6d00d1f5f60e	Primary Tumor
9312937a-bfef-4148-a382-e4968ff42e18	Solid Tissue Normal
638c40e0-3078-48cb-8c64-824ad4c38944	Solid Tissue Normal, Primary Tumor
3c9960fd-92f3-4bab-9771-933c95edc37f	Primary Tumor
8416388e-8a30-441d-b14b-bfcec4daf78a	Primary Tumor, Blood Derived Normal
c1548948-f562-4b1a-9d68-c848422783a4	Solid Tissue Normal
5c54dc5e-224f-40e0-8533-6b374e745d97	Primary Tumor
579edc7d-bc91-4e0e-8ee5-0c26eb694c43	Primary Tumor, Blood Derived Normal
333d9e6b-c27e-4c4d-9496-446a7e340ab4	Solid Tissue Normal
b080156e-0711-42f5-83c7-a34de25cbba9	Primary Tumor
836ddfbf-fa9c-4cb6-a065-af0450def47c	Primary Tumor
ad33f403-723e-4ba9-aec0-3bb44c0665df	Primary Tumor
c5b1a83d-3dc1-48f1-a0c0-c51383a0bf9c	Solid Tissue Normal
09fd3534-e5d0-4526-8a48-4028c07eb501	Primary Tumor
c7b031ee-d816-4202-aa15-5af73f7f7791	Blood Derived Normal
e57a8dd1-5521-49f5-a808-c8af47c5b30f	Primary Tumor
136764c6-3d33-432e-be92-1bf2cd8791ea	
709e6425-3cfe-4f28-b97b-edaaa6aa257a	Primary Tumor
a4c8e638-00c7-44b9-8b34-2f6b2b81df2f	Solid Tissue Normal
55f5185a-8907-4b26-a434-4362629b294f	Solid Tissue Normal
2da5d877-43dc-4003-affb-6a88484dd76b	Primary Tumor, Blood Derived Normal
818bf8ef-ece9-4a2c-8d20-11761e85a5eb	Solid Tissue Normal, Primary Tumor
d44bd34c-72c9-4982-8d76-0f1431cea75f	Primary Tumor
babc9c82-2426-41ec-9446-7adc9fda6137	Solid Tissue Normal
cbe67126-eb80-4d0c-b26b-8abf7d015a58	Primary Tumor, Blood Derived Normal
1dba2d71-39be-4410-bb58-983645f9ae9c	Primary Tumor, Blood Derived Normal
2c8b13d8-8e07-46ba-b3fb-ab8e8e710cf5	Solid Tissue Normal
da9092bf-e2db-4f95-8650-1b7a70da61be	Primary Tumor
c3e2e99a-537a-4263-a835-fef5ed2c3588	Primary Tumor
086f73e0-7e62-45ab-8995-ab7b76b6168e	Solid Tissue Normal, Primary Tumor
378a46fa-5c9e-41e3-b280-1a8c642b8026	Primary Tumor
d71a9bf8-cfad-4e0c-b77e-84a58f667a32	Solid Tissue Normal, Primary Tumor
28df2178-8fb0-45c6-b200-bd3d9c2c622a	Primary Tumor
4d580647-4c79-48b6-be33-f0a4f0dd4557	Blood Derived Normal
3444c2ee-57bc-476b-ad5c-1df61c2e6105	Solid Tissue Normal, Primary Tumor
92a7df5a-0c3d-432b-8c85-4ff6bdb9b893	Primary Tumor
